"title","price","rating","amenities","numero_registro","reviews","Dormitorio 1","Dormitorio 2"
"Habitacion compartida en piso con  dos personas","51 €","4,85 (153)","['Secador de pelo', 'Productos de limpieza', 'Champú', 'Gel de ducha', 'Agua caliente', 'Gel de ducha', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Plancha', 'Espacio para guardar la ropa', 'TV', 'Cerradura en la puerta del dormitorio', 'Wifi', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Hervidor de agua', 'Cafetera: cafetera manual de filtro', 'Copas de vino', 'Tostadora', 'Admite mascotas', 'Disponible para estancias largas', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono', 'No disponible: Calefacción']","['Anfitrión particular', 'Número de registro: Exempt']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Todo perfecto'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'todo agradable, tuvimos incovenientes con nuestras maletas y ella nos ayudo a solucionar aun cuando nuestra estadia habia acabado, muy agradable, recomendada'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'exelente todo! súper recomendado.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Anfitrión muy receptivo y, lo más importante, todo está limpio'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Fue una muy buena estancia en el departamento de Leticia, todo muy ordenado y limpio, responde rápido y siempre estaba disponible a cualquier consulta, además nos permitió dejar nuestras maletas antes del horario de chek in, sin duda lo recomiendo.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Fueron muy atentos y el lugar donde nos hospedamos fue perfecto'}]",NA,NA
"VALLS 2 -Antique & Modernist Apt- w/Elevator now!","163 €","4,9 (427)","['Secador de pelo', 'Agua caliente', 'Lavadora', 'Secadora', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Plancha', 'Tendedero para ropa', 'Espacio para guardar la ropa', 'TV', 'Aire acondicionado', 'Calefacción', 'Extintor de incendios', 'Wifi', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Horno', 'Hervidor de agua', 'Cafetera', 'Copas de vino', 'Tostadora', 'Mesa de comedor', 'Café', 'Patio privado o balcón', 'Ascensor', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión profesional', 'Número de registro: HUTB-013068']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Wally se ha comunicado conmigo durante toda la planificación y durante mi estancia. El registro de entrada fue extremadamente fácil y servicial y el apartamento estaba extremadamente bien presentado, limpio y con una ubicación fácil para viajar de ida y vuelta. Definitivamente recomendaría alojarse aquí para cualquier persona que esté planeando visitar Barcelona.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'El alojamiento es 100% consistente con las fotos y la descripción. Fácil acceso y cerca de todo en metro.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Tuvimos  un excelente  alojamiento ... todo se cumplió en cuanto  a las instalaciones y el entorno.depto  cómodo para 4 personas , sin ruido exterior , cercano a metro, estación de trenes , supermercado etc. Lenka fue muy amable y receptiva.que nos  permitieran dejar las maletas antes del check in en su bodega fue un gran alivio ! Muy recomendable !!!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Muy satisfechos con nuestra estancia. Wally es muy servicial. El apartamento es moderno, limpio y bien equipado en un hermoso entorno antiguo. La terraza es tranquila; es una ventaja que disfrutamos mucho. Muy contentos con nuestra estancia, volveremos.Gilles y Christine'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · agosto de 2024', 'review': 'Somos una familia de 4 personas y fue perfecta para nuestras vacaciones. Amplia, tranquila, excelentes servicios, en particular una cocina muy funcional. Algo que hemos encontrado raro en la mayoría de los alojamientos en Airbnb. También una fabulosa terraza en el balcón trasero y delantero.En cuanto a la ubicación, muy céntrica y a pocos pasos de la estación de metro y tren. Un montón de bonitos restaurantes de tapas cerca y supermercados. Si quieres pasar la noche, especialmente si tienes niños que no pueden quedarse hasta tarde, la televisión tiene un montón de canales de streaming, incluidos Netflix y Disney +.Wally respondió rápidamente, además de muchas instrucciones útiles.Sin duda, el mejor Airbnb en el que nos hemos alojado. Muy recomendable!!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · agosto de 2024', 'review': '¡Pasamos una estancia muy agradable en este alojamiento con mis hermanas! Estaba muy limpio y muy funcional, las sábanas olían bien, todo funciona, todo bien. El apartamento era cómodo. ¡El anfitrión atento y profesional! Lo recomiendo <U+0001F44D><U+0001F3FD>'}]",NA,NA
"Habitación acogedora en Barcelona","44 €","5,0 (5)","['Secador de pelo', 'Productos de limpieza', 'Champú', 'Gel de ducha', 'Agua caliente', 'Gel de ducha', 'Perchas', 'Ropa de cama', 'Persianas o cortinas opacas', 'Espacio para guardar la ropa', 'TV', 'Calefacción', 'Cámaras de seguridad en los exteriores de la propiedad', 'Wifi', 'Zona para trabajar', 'Mesa de comedor', 'Recepción por parte del anfitrión', 'No disponible: Cerradura en la puerta del dormitorio', 'No disponible: Cocina', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 4\xa0días', 'review': 'María Isabel, Julio, el todocariño Billly, su simpático niño, te hacen sentir como en casa. Mejor no pudo ser el hospedaje, gente muy hospitalaria, amable y cercana, sin duda repetiré cuando regresé a Barcelona.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'El alojamiento ha sido muy agradable.  Los anfitriones fueron amables.  Es una bonita familia con un niño de tres años.  No hubo ningún problema con llegar tarde por la noche.  Su perro era obediente y tierno.  Hay una estación de metro cerca del alojamiento.  Si viajas solo, esta es la opción ideal.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Maria Isabel y su familia brindan un espacio muy acogedor, son súper amables y te ayudan en todo lo que necesites. Su perrito Billy también es muy amoroso. Quedé muy feliz de conocerles. Totalmente recomendado.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'si viajas solo y buscas un lugar barato para alojarse en Barcelona, ¡la habitación de la casa de María es el lugar!Un poco lejos del centro,  pero muy cerca de una estación de metro directa que puede llevarte fácilmente al centro de la ciudad.La habitación estaba muy limpia y especialmente extremadamente silenciosa por la noche. ¡Dormí increíblemente!María y su marido también son muy acogedores.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · octubre de 2024', 'review': 'Excelente recibimiento por parte de la familia,muy amables y serviciales en todo lo que necesite en mi estancia; billy se lleva un gran aplauso por estar en la puerta esperando a recibirte. Área muy tranquila, se encuentra cerca de muchos lugares para   Lo que necesites hacer.'}]",NA,NA
"Habitación en La Sagrera","44 €","4,73 (51)","['Secador de pelo', 'Champú', 'Gel de ducha', 'Agua caliente', 'Perchas', 'Botiquín', 'Wifi', 'Zona para trabajar', 'Ascensor', 'Aparcamiento de pago en las instalaciones', 'No disponible: Cerradura en la puerta del dormitorio', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Cocina', 'No disponible: TV', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono', 'No disponible: Calefacción']","['Anfitrión particular', 'Número de registro: Exempt']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 6\xa0días', 'review': 'excelente lugar, muy cómodo y buena zona, anfitriones excelente muy atentos y amables.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Excelente experiencia y buena estancia, recomiendo los días cerrados'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'el lugar era exactamente lo que estaba buscando y Sofio es un excelente anfitrión. Fue extremadamente complaciente y acogedora. Lo recomendaría al 100%'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · Hace 2 semanas', 'review': 'Muy buen recibimiento'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Tuvimos una buena estancia aquí y el anfitrión fue muy amable, servicial y flexible para permitirnos llegar muy tarde. La habitación era tranquila y todo el lugar perfectamente limpio. ¡Gracias!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'bueno'}]",NA,NA
"Silencioso entre Gracia y Sagrada Familia","94 €","4,6 (384)","['Secador de pelo', 'Productos de limpieza', 'Champú', 'Gel de ducha', 'Agua caliente', 'Gel de ducha', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Plancha', 'Espacio para guardar la ropa: armario', 'Conexión Ethernet', 'TV', 'Trona', 'Aire acondicionado centralizado', 'Calefactor portátil', 'Wifi rápido (240 Mbps)', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Fogón', 'Horno estándar de acero inoxidable', 'Hervidor de agua', 'Copas de vino', 'Tostadora', 'Bandeja de repostería', 'Mesa de comedor', 'Lavandería cercana', 'Patio o balcón', 'Aparcamiento de pago en garaje en la propiedad', 'Alojamiento de una altura', 'Llegada autónoma', 'Cerradura inteligente', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: HUTB005487']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2\xa0días', 'review': 'Roberto es muy receptivo, con muy buenos y muchos consejos. la comunicación siempre ha sido fácil. el apartamento estaba muy limpio y muy agradable. una mención+++ para el pequeño balcón muy encantador.Buena ropa de cama muy cómoda.un apartamento muy limpio.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 6\xa0días', 'review': 'Apartamento muy agradable, ropa de cama cómoda, pequeña calle tranquila y cerca del mercado, conveniente para llegar a pie a la Sagrada Familia, el Park Guell, los restaurantes del barrio de Gracia. Gracias a Roberto por sus indicaciones durante toda la estancia. ¡Ha sido genial!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Roberto fue un gran anfitrión, respondió de forma rápida y servicial, especialmente al estar en un país diferente. El apartamento era de gran tamaño, las camas eran muy cómodas, la ducha era potente y el apartamento era elegante.  Situado fuera de la carretera principal, pero junto al transporte y restaurantes, tiendas y museos, etc. Una cosa a tener en cuenta, el piso está en el tercer piso sin ascensor. Sin duda, estoy encantado de volver a alojarme aquí.  Gracias Roberto.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Excelente ubicación y a poca distancia a pie del transporte público.¡Consejo para el departamento! Ideal para familias, una cama de matrimonio y una litera. Comunicación con Roberto perfecta, da excelentes consejos, ¡nada puede salir mal!Un gran anfitrión y muy recomendable!!!!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 4 semanas', 'review': 'Fue genial. Proceso sin problemas, consejos e indicaciones excelentes. Además, pudimos dejar el equipaje antes de la llegada. Nos encantaría volver cuando quieras...'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Mis amigos y yo pasamos una estancia muy agradable en la propiedad de Roberto.Estaba muy limpio y espacioso, y Roberto fue genial comunicándose con muchas recomendaciones durante toda nuestra  estancia.'}]","1 cama de matrimonio grande","2 camas individuales"
"Havitacion privada en Solsona a un par de minutos de dos supermercados y a 10 minutos del centro de la ciudad.","26 €","4,94 (16)","['Bañera', 'Champú', 'Gel de ducha', 'Bidé', 'Agua caliente', 'Gel de ducha', 'Lavadora', 'Servicios básicos', 'Ropa de cama', 'Conexión Ethernet', 'Calefacción radiante', 'Wifi móvil', 'Cocina', 'Frigorífico', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Frigorífico mini', 'Congelador', 'Lavavajillas', 'Horno', 'Cafetera', 'Arrocera', 'Café', 'Aparcamiento gratuito en la calle', 'Ascensor', 'Se permite dejar el equipaje', 'Limpieza disponible durante la estancia', 'Recepción por parte del anfitrión', 'No disponible: Cerradura en la puerta del dormitorio', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Wifi', 'No disponible: TV', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'ha ido todo genial'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · agosto de 2024', 'review': 'Jordi es un Superanfitrión, extremadamente amable y simpático. Nos encantaría volver.'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · agosto de 2024', 'review': 'todo bien'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · julio de 2024', 'review': 'Interacción muy amable y gran proceso!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · junio de 2024', 'review': 'Buena estancia en Solsona, Jordi fue amigable y estuvo siempre cuando tenía alguna duda. Regresaré pronto.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · abril de 2024', 'review': 'muy agradable y buen recibimiento... cordialmente Albert Gerbod'}]",NA,NA
"Habitación Nou Barris","37 €","Nuevo","['Lavadora', 'TV', 'Cerradura en la puerta del dormitorio', 'Wifi', 'Cocina', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono', 'No disponible: Calefacción', 'No disponible: Agua caliente']","['Anfitrión particular', 'Número de registro: Exempt']","[]",NA,NA
"Apartamento de 2 dormitorios","133 €","4,89 (293)","['Bañera', 'Secador de pelo', 'Productos de limpieza', 'Champú', 'Acondicionador', 'Gel de ducha', 'Ducha exterior', 'Agua caliente', 'Gel de ducha', 'Lavadora', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Plancha', 'Tendedero para ropa', 'Espacio para guardar la ropa: armario', 'TV', 'Cuna: disponible previa solicitud', 'Seguros para ventanas', 'Protectores de enchufes', 'Recomendaciones de canguros', 'Aire acondicionado', 'Calefacción central', 'Detector de humo', 'Extintor de incendios', 'Botiquín', 'Wifi', 'Zona para trabajar', 'Wifi móvil', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Lavavajillas', 'Cocina de inducción', 'Horno de acero inoxidable', 'Cafetera: Nespresso', 'Copas de vino', 'Tostadora', 'Mesa de comedor', 'Café', 'Costa', 'Acceso compartido a la playa', 'Entrada independiente', 'Lavandería cercana', 'Patio trasero compartido: Con valla en todo el perímetro', 'Mobiliario exterior', 'Hamaca', 'Tumbonas', 'Aparcamiento gratuito en la calle', 'Ascensor', 'Aparcamiento de pago en garaje fuera de la propiedad', 'Admite mascotas', 'Se permite dejar el equipaje', 'Disponible para estancias largas', 'Llegada autónoma', 'Personal en el edificio', 'Limpieza disponible durante la estancia', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Detector de monóxido de carbono']","['Anfitrión profesional', 'Número de registro: HUTB-074614']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1\xa0día', 'review': 'Es un lugar fantástico para quedarse. Tranquilo pero cerca del metro y del centro de la ciudad. Muy bonito paseo hasta la Plaza Catalunya disfrutando del Paseo de Gracia. El apartamento era fantástico. Camas y almohadas super cómodas. Súper limpio. Prepárate para pagar la tarifa turística. Nos pareció muy abusivo pero es culpa del gobierno'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2\xa0días', 'review': 'Si voy de nuevo a Barcelona hay una buena posibilidad de que reserve alojamiento con Carlos'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3\xa0días', 'review': 'Apartamento extremadamente limpio Un anfitrión muy atento y flexible Cerca del metroDiré que el único punto débil es una de las habitaciones donde el colchón era duro pero es cuestión de gustos por lo demás todo muy bien y conforme'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3\xa0días', 'review': '¡Nos encantó nuestra estancia en casa de Carlos! Está en una ubicación estupenda y a poca distancia a pie de varias de las actividades de Barcelona. Disfrutamos particularmente del barrio porque estaba en el lado más tranquilo, pero también teníamos varios restaurantes y cafeterías agradables que estaban cerca. Nuestro registro de entrada se retrasó debido al mal tiempo y faltaba una bolsa, pero el equipo de Carlos trabajó con nosotros cuando tuvimos que llegar tarde por la noche y bajo la lluvia! Apreciamos mucho que colaboraran con nosotros. ¡En general tuvimos una estancia estupenda y definitivamente lo recomendaría si estás tratando de encontrar un alojamiento en Barcelona!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 5\xa0días', 'review': '¡Gran estancia! ¡Limpio y reluciente! Súper comunicación. Un poco ruidoso. Escuchamos las sillas de los vecinos de arriba deslizándose hasta altas horas de la noche.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 5\xa0días', 'review': 'Gran experiencia. Apartamento amplio y bonito. La cocina era muy funcional. Nos encantó estar cerca de Park Güell y en un bonito barrio. Lo único por anotar es que el aislamiento acústico de las ventanas no es muy bueno, y el ruido de la calle en el apartamento del primer piso era obvio en la sala y en uno de los dormitorios.'}]",NA,NA
"Habitación/terraza en plaza.España","50 €","4,83 (6)","['Ducha exterior', 'Lavadora', 'Equipo para hacer ejercicio', 'Aire acondicionado', 'Wifi', 'Cocina', 'Comedor al aire libre', 'Barbacoa', 'Recepción por parte del anfitrión', 'No disponible: Cerradura en la puerta del dormitorio', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: TV', 'No disponible: Secadora', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono', 'No disponible: Calefacción', 'No disponible: Agua caliente']","['Anfitrión particular', 'Número de registro: Exempt']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 4\xa0días', 'review': 'Me recibieron muy bien Le aconsejó lugares para visitar y me indicó dónde coger el transporteLo recomiendo:)'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Lu es una persona muy amable y abierta. Muy buen anfitrión! El lugar es agradable estar con una terraza muy agradable. Definitivamente lo recomendaría si estás en Barcelona.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Me alojé una noche entre trenes, la ubicación era perfecta (a poca distancia tanto de la estación de tren como del centro de la ciudad) y Lu fue muy amable. El gato también era bonito:)'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · Hace 1 semana', 'review': 'la estancia con Lu ha sido un placer. Ella se comunica muy bien, todo claro y responde muy rápido. la casa estaba impoluta, ella muy respetuosa. la terraza es una joyita en medio de Barcelona. La casa es pequeñita y la ducha es cerrada pero está en la terraza, que puede parecer raro, pero a mí no me incomodó.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Lu es una persona maravillosa! Más allá de disfrutar de su tiemplo, fue muy inspiradora su compania. La casa es muy solar, encantadora.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · octubre de 2024', 'review': 'Me quedé durante una noche de escala en Barcelona en casa de Lu, es una anfitriona muy amable, muy servicial y amable. Lamento no haberme quedado más tiempo en su casa y no haber tenido tiempo de hablar más con ella. ¡El alojamiento estaba en perfectas condiciones, en las inmediaciones de la estación de tren era todo lo que necesitaba!'}]",NA,NA
"Habitación privada","61 €","5,0 (14)","['Bañera', 'Secador de pelo', 'Productos de limpieza', 'Champú', 'Gel de ducha', 'Bidé', 'Agua caliente', 'Gel de ducha', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Tendedero para ropa', 'Espacio para guardar la ropa: cómoda', 'TV', 'Libros y material de lectura', 'Juegos de mesa', 'Ventiladores portátiles', 'Calefactor portátil', 'Cerradura en la puerta del dormitorio', 'Botiquín', 'Wifi', 'Zona para trabajar', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Cocina de gas de Other', 'Horno Individual', 'Cafetera', 'Copas de vino', 'Arrocera', 'Mesa de comedor', 'Café', 'Lavandería cercana', 'Patio privado o balcón', 'Ascensor', 'Se permite dejar el equipaje', 'Disponible para estancias largas', 'Recepción por parte del anfitrión', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: HUTB-011611']","[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2\xa0días', 'review': 'Muy buena experiencia, con paciencia me guió a hacer el check-in cuando llegué tarde y aún así perdí el posicionamiento'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 5\xa0días', 'review': 'Kristiana es una anfitriona estupenda, muy amable y atenta! Disfruté quedándome en su casa, es bonito, limpio y bien ubicado! ¡Muy recomendable!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Increíble ubicación y un gran anfitrión!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': '¡Un anfitrión muy amable y comunicativo!Nos hicieron sentir cómodos.<U+2728> Gracias ~ ~!!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Excelente estadía. Aunque solo me he quedado una noche,me sentí como en casa. Kristiana es una persona muy amable!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Gracias a Kristiana que es muy hospitalaria y gracias a la que podrás sentirte como en casa. ¡Lo recomiendo encarecidamente!'}]",NA,NA
"Precioso cuarto acogedor con servicios","53 €","4,6 (202)","['Productos de limpieza', 'Agua caliente', 'Servicios básicos', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Tendedero para ropa', 'Espacio para guardar la ropa: cómoda', 'Televisión de alta definición de 32 pulgadas con Netflix, televisión por cable estándar', 'Platos y cubiertos para niños', 'Ventiladores portátiles', 'Calefactor portátil', 'Wifi rápido (436 Mbps)', 'Wifi móvil', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Hervidor de agua', 'Cafetera', 'Batidora', 'Café', 'Lavandería cercana', 'Ascensor', 'No disponible: Cerradura en la puerta del dormitorio', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']","[{'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · Hace 2 semanas', 'review': 'La habitación estaba bien, un poco pequeña, pero estaba bien para una estancia nocturna. Ubicación a la que es fácil llegar. Poco ruidoso a veces, pero no tan malo y habitual para esa ubicación. La cama era cómoda.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'famila encantadoramuy atentalugar muy limpio y todo fue perfectolo recomiendo'}, {'rating': 'Valoración: 2\xa0estrellas', 'date': 'Valoración: 2\xa0estrellas,  · Hace 2 semanas', 'review': 'La habitación es realmente pequeña, para dos personas es bastante incómodo. El baño no estaba muy limpio, y no te dan ningún elemento excepto toallas.El anfitrión no es la misma persona que te recibe en el departamento, y lamentablemente su buena predisposición no coincide con la de quien está en el dpto. Le pregunté si podía dejar las valijas hasta que salga mi vuelo, y el me dijo que si,  pero la señora que estaba en la casa me dijo que no y que el no vivía ahí así que no podía tomar decisiones. si bien no tiene obligación de dejarme las valijas, ese problema de comunicación termino en una situación bastante incomoda con la señora de la casa.La puerta del cuarto no tiene llave, lo cual me da inseguridad porque no estás solo en el departamento. la ubicación es lo único a destacar porque tenés cerca el metro y es céntrico.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'increíble la cercanía con la Sagrada Familia.... el metro, los buses, etc... super'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Nos encantó lo cerca que estaba de la Sagrada Familia. Solo estábamos allí para dormir y la cama era cómoda. Situado junto a un supermercado y  cerca del metro. La madre de Kendry fue super amable y atenta.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Kendry y su mamá son afintriones muy amables, nos recibieron el equipaje con más anticipación, la habitación nos pareció cómoda, el espacio a pesar de ser pequeño está bien para el costó y es increíble lo cerca que está la sagrada familia'}]",NA,NA
